459 4
459 4
442 4
485 4
456 4
453 4
451 4
506 4
497 4
452 4
435 4
466 4
458 4
441 4
465 4
461 4
494 4
446 4
459 4
472 4
476 4
452 4
928 8
730 8
742 8
865 8
725 8
752 8
722 8
741 8
739 8
721 8
744 8
728 8
757 8
730 8
829 8
743 8
732 8
747 8
753 8
731 8
741 8
724 8
728 8
746 8
746 8
761 8
742 8
759 8
752 8
788 8
1645 16
1523 16
1504 16
1495 16
1488 16
1499 16
1495 16
1525 16
1490 16
1513 16
1475 16
1516 16
1474 16
1677 16
1752 16
1465 16
1468 16
1466 16
1527 16
1466 16
1495 16
1469 16
1518 16
1460 16
1498 16
1487 16
1523 16
1462 16
1473 16
1463 16
3391 32
3032 32
3072 32
3079 32
3187 32
3390 32
3010 32
3027 32
3026 32
3010 32
2964 32
2861 32
2898 32
2877 32
2956 32
2968 32
3066 32
3051 32
2993 32
3079 32
2984 32
3128 32
3037 32
5431 32
2948 32
3004 32
2903 32
2842 32
2899 32
2870 32
6733 64
6181 64
5995 64
6170 64
5966 64
5954 64
5950 64
6001 64
5988 64
6006 64
5993 64
6001 64
6260 64
6479 64
6044 64
6116 64
6330 64
6484 64
6162 64
6103 64
6118 64
6164 64
6726 64
7387 64
6236 64
6223 64
6186 64
6074 64
6160 64
6122 64
513 2
415 2
414 2
428 2
434 2
427 2
421 2
417 2
419 2
426 2
421 2
419 2
428 2
421 2
410 2
413 2
417 2
425 2
428 2
443 2
417 2
423 2
426 2
424 2
444 2
421 2
413 2
426 2
429 2
424 2
570 4
456 4
452 4
464 4
447 4
452 4
458 4
444 4
470 4
435 4
444 4
441 4
450 4
434 4
448 4
443 4
461 4
444 4
434 4
447 4
426 4
439 4
469 4
445 4
437 4
434 4
447 4
450 4
442 4
431 4
892 8
811 8
898 8
856 8
856 8
705 8
699 8
735 8
707 8
706 8
709 8
699 8
767 8
712 8
699 8
747 8
757 8
712 8
731 8
715 8
739 8
705 8
723 8
721 8
712 8
738 8
723 8
722 8
743 8
708 8
1566 16
1398 16
1398 16
1388 16
1397 16
1413 16
1418 16
1402 16
1410 16
1415 16
1404 16
1404 16
1403 16
1416 16
1435 16
1430 16
1405 16
1415 16
1413 16
1383 16
1390 16
1418 16
1430 16
1423 16
1425 16
1419 16
1457 16
1410 16
1415 16
1419 16
3092 32
2813 32
2836 32
2789 32
2782 32
2763 32
2796 32
2792 32
2802 32
2754 32
5470 32
2786 32
2784 32
2761 32
2768 32
2821 32
5410 32
3144 32
3209 32
3142 32
3292 32
3116 32
3087 32
3138 32
3151 32
3061 32
3047 32
3048 32
3098 32
3145 32
7444 64
6521 64
6441 64
6473 64
6515 64
6471 64
6500 64
6530 64
7055 64
6746 64
6758 64
6870 64
6700 64
6627 64
6750 64
6848 64
6860 64
6912 64
6814 64
6805 64
6837 64
6991 64
6991 64
6987 64
6988 64
6919 64
7611 64
6957 64
7270 64
7168 64
19452 128
21345 128
15095 128
15025 128
15153 128
15990 128
15261 128
18907 128
16517 128
15782 128
17151 128
15847 128
17300 128
15942 128
17842 128
16607 128
16673 128
16437 128
18769 128
19352 128
17414 128
19110 128
21261 128
15815 128
15919 128
16444 128
14927 128
17241 128
18027 128
18043 128
14729 132
14729 132
14361 132
14181 132
13224 132
14200 132
14307 132
13959 132
14792 132
15945 132
16469 132
15159 132
14102 132
14621 132
14767 132
15514 132
16170 132
17494 132
15983 132
18472 132
15282 132
17963 132
16001 132
18924 132
18737 132
15032 136
14133 136
14315 136
14951 136
14242 136
14251 136
14319 136
17124 140
15328 140
